brand,name,marketed,details
FujiFilm,FujiFilm XF56mmF1.2 R,2014,Marketed: 06-Jan-2014;Lens: 56mm f/1.2-16 ø62
FujiFilm,FujiFilm FUJINON XF10-24mmF4 R OIS,2013,Marketed: 20-Dec-2013;Lens: 15-36mm f/4
FujiFilm,FujiFilm XF60mm F2.4 R Macro,2012,Marketed: 01-Sep-2012;Lens: 60mm f/2.4-22 ø39
FujiFilm,FujiFilm XF35mm F1.4 R,2012,Marketed: 31-Jan-2012;Lens: 35mm f/1.4-16 ø52
FujiFilm,FujiFilm XF18mm F2 R,2012,Marketed: 09-Jan-2012;Lens: 18mm f/2-16 ø52
FujiFilm,FujiFilm XF18mm F2 R,2012,Marketed: 09-Jan-2012;Lens: 18mm f/2-16 ø52
FujiFilm,Fujichrome Astia,,
FujiFilm,Fujichrome Astia 100F,,
FujiFilm,Fujichrome Provia 100F,,
FujiFilm,Fujichrome Provia 400F,,
FujiFilm,Fujichrome RTP 64T II,,
FujiFilm,Fujichrome Sensia 100,,
FujiFilm,Fujichrome Sensia 200,,
FujiFilm,Fujichrome Sensia 400,,
FujiFilm,Fujichrome Velvia,,
FujiFilm,Fujichrome Velvia 100,,
FujiFilm,Fujichrome Velvia 100F,,
FujiFilm,Fujicolor Nexia 200,,
FujiFilm,Fujicolor Nexia 400,,
FujiFilm,Fujicolor Nexia 800,,
FujiFilm,Fujicolor NPC 160,,
FujiFilm,Fujicolor NPH 400,,
FujiFilm,Fujicolor NPL 160,,
FujiFilm,Fujicolor NPS 160,,
FujiFilm,Fujicolor NPZ 800,,
FujiFilm,Fujicolor Press 1600,,
FujiFilm,Fujicolor Reala,,
FujiFilm,Fujicolor Superia 100,,
FujiFilm,Fujicolor Superia 1600,,
FujiFilm,Fujicolor Superia 200,,
FujiFilm,Fujicolor Superia 400,,
FujiFilm,Fujicolor Superia Reala,,
FujiFilm,Fujicolor Superia X-TRA 400,,
FujiFilm,Fujicolor Superia X-TRA 800,,
FujiFilm,Fujifilm FP100C,,
FujiFilm,Fujifilm Neopan 100 ACROS,,
FujiFilm,Fujifilm Neopan 1600,,
FujiFilm,Fujifilm Neopan 400,,
FujiFilm,FujiFilm Presto 400,,
FujiFilm,FujiFilm Pro 400 Color,,
HP,HP Photosmart M437,2007,Marketed: 08-Mar-2007
HP,HP Photosmart M537,2007,Marketed: 08-Mar-2007
HP,HP PhotoSmart R837,2007,Marketed: 08-Mar-2007;Megapixels: 5
HP,HP PhotoSmart E327,2006,Marketed: 31-May-2006;Megapixels: 5
HP,HP PhotoSmart M425,2006,Marketed: 31-May-2006;Megapixels: 5
HP,HP PhotoSmart M527,2006,Marketed: 31-May-2006;Megapixels: 6
HP,HP PhotoSmart M627,2006,Marketed: 31-May-2006;Megapixels: 7
HP,HP PhotoSmart R725,2006,Marketed: 31-May-2006;Megapixels: 6.2
HP,HP PhotoSmart R727,2006,Marketed: 31-May-2006;Megapixels: 6.2
HP,HP PhotoSmart R827,2006,Marketed: 31-May-2006;Megapixels: 7.2
HP,HP PhotoSmart R927,2006,Marketed: 31-May-2006;Megapixels: 8.2
HP,HP PhotoSmart R967,2006,Marketed: 31-May-2006;Megapixels: 10
HP,HP PhotoSmart E317,2005,Marketed: 15-Aug-2005;Megapixels: 5
HP,HP PhotoSmart R817,2005,Marketed: 01-Jun-2005;Megapixels: 5.1
HP,HP PhotoSmart R818,2005,Marketed: 01-Jun-2005;Megapixels: 5.1
HP,HP PhotoSmart M22,2005,Marketed: 09-May-2005;Megapixels: 4
HP,HP PhotoSmart M23,2005,Marketed: 18-Feb-2005;Megapixels: 4
HP,HP PhotoSmart M417,2005,Marketed: 18-Feb-2005;Megapixels: 5.2
HP,HP PhotoSmart R717,2005,Marketed: 18-Feb-2005;Megapixels: 6.2
HP,HP PhotoSmart M407,2004,Marketed: 28-Aug-2004;Megapixels: 4.1
HP,HP PhotoSmart M307,2004,Marketed: 03-Aug-2004;Megapixels: 3.2
HP,HP PhotoSmart R507,2004,Marketed: 03-Aug-2004;Megapixels: 4.1
HP,HP PhotoSmart R607,2004,Marketed: 01-May-2004;Megapixels: 4.1
HP,HP PhotoSmart M517,2004,Marketed: 24-Apr-2004;Megapixels: 5
HP,HP PhotoSmart R707,2004,Marketed: 16-Feb-2004;Megapixels: 5.1
HP,HP PhotoSmart 435,2003,Marketed: 18-Aug-2003;Megapixels: 3.2
HP,HP PhotoSmart 635,2003,Marketed: 18-Aug-2003;Megapixels: 2
HP,HP PhotoSmart 945,2003,Marketed: 18-Aug-2003;Megapixels: 5.3
HP,HP PhotoSmart 735,2003,Marketed: 03-Mar-2003;Megapixels: 3.2
HP,HP PhotoSmart 935,2003,Marketed: 03-Mar-2003;Megapixels: 5.3
HP,HP PhotoSmart 120,2003,Marketed: 08-Jan-2003;Megapixels: 1
HP,HP PhotoSmart 320,2003,Marketed: 08-Jan-2003;Megapixels: 2.1
HP,HP PhotoSmart 620,2003,Marketed: 08-Jan-2003;Megapixels: 2.1
HP,HP PhotoSmart 720,2003,Marketed: 08-Jan-2003;Megapixels: 3.3
HP,HP PhotoSmart 850,2002,Marketed: 23-Sep-2002;Megapixels: 4.1
HP,HP PhotoSmart 812,2002,Marketed: 08-Jan-2002;Megapixels: 4
HP,HP PhotoSmart E217,,Megapixels: 4
HP,HP Photosmart M305,,Megapixels: 3.2
HP,HP PhotoSmart M415,,Megapixels: 5.2
HP,HP PhotoSmart M415,,Megapixels: 5.2
Kodak,Kodak SMILE Camera,2019,Marketed: 07-Jan-2019;Lens Mount:  Fixed;Megapixels: 10
Kodak,Kodak SMILE Classic Camera,2019,Marketed: 07-Jan-2019;Lens Mount:  Fixed
Kodak,Kodak PIXPRO AZ401,2018,Marketed: 26-Oct-2018;Megapixels: 16
Kodak,"Kodak Tablet aka Tablet 10, Tablet 7",2017,Marketed: 20-Jun-2017;Lens Mount:  Fixed;Lens: Kodak;Shutter: Kodak  Speeds:;Megapixels: 8
Kodak,Kodak PIXPRO ORBIT360 4K VR,2017,Marketed: 05-Jan-2017;Lens Mount:  Fixed
Kodak,Kodak EKTRA Smartphone,2016,Marketed: 20-Oct-2016;Lens Mount:  Fixed;Lens: Kodak   f/2;Shutter: Kodak  Speeds:;Megapixels: 21
Kodak,Kodak PIXPRO AZ252,2015,Marketed: 01-Jan-2015;Lens Mount:  Fixed;Lens: 24-600mm f/3.7-6.2;Megapixels: 16.15
Kodak,Kodak EASYSHARE Wireless Camera M750,2012,Marketed: 09-Jan-2012;Lens Mount:  Fixed;Lens: Kodak;Megapixels: 16
Kodak,Kodak EasyShare M522,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Kodak  27-108mm;Shutter Speeds: 1/4-1/1400 sec;Megapixels: 14.2
Kodak,Kodak EasyShare M532,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Kodak  27.5-110mm;Shutter Speeds: 1/8-1/1600 sec;Megapixels: 14
Kodak,Kodak EasyShare M552,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Kodak  28-140mm;Shutter Speeds: 1/8-1/1400 sec;Megapixels: 14
Kodak,Kodak EasyShare M583,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Schneider-Kreuznach  28-224mm;Shutter Speeds: 1/8-1/1400 sec;Megapixels: 14
Kodak,Kodak EasyShare Max Z990,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Schneider-Kreuznach Variogon 28-840mm f/2.8-5.6;Shutter Speeds: 1/2-1/2000 sec.;Megapixels: 12
Kodak,Kodak EasyShare Mini M200,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Kodak  29-87mm;Shutter Speeds: 1/4-1/1400 sec;Megapixels: 10
Kodak,Kodak EasyShare Sport C123,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Kodak;Shutter: Kodak  Speeds: 1/4-1/1400 sec;Megapixels: 12
Kodak,Kodak EasyShare Touch M577,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Lens: Schneider-Kreuznach  28-140mm;Shutter Speeds: 1/8-1/1600 sec;Megapixels: 14
Kodak,Kodak EasyShare M590,2010,Marketed: 23-Aug-2010;Lens Mount:  Fixed;Lens: Kodak  35-175mm;Megapixels: 14
Kodak,Kodak EasyShare M575,2010,Marketed: 06-Jan-2010;Lens Mount:  Fixed;Lens: Kodak
Kodak,Kodak Easyshare Z950,2009,Marketed: 29-Jul-2009;Lens Mount:  Fixed;Megapixels: 12
Kodak,Kodak EasyShare Z980,2009,Marketed: 01-Jan-2009;Lens Mount:  Fixed;Lens: Schneider-Kreuznach Variogon;Megapixels: 12
Kodak,Kodak EasyShare Z1015 IS,2008,Marketed: 10-Jul-2008;Lens Mount:  Fixed;Megapixels: 10
Kodak,Kodak EasyShare Z1012 IS,2008,Marketed: 31-Jan-2008;Lens Mount:  Fixed;Megapixels: 10
Kodak,Kodak EasyShare M893 IS,2008,Marketed: 07-Jan-2008;Lens Mount:  Fixed;Megapixels: 8.1
Kodak,Kodak EasyShare C813,2008,Marketed: 01-Jan-2008;Lens Mount:  Fixed;Megapixels: 8.2
Kodak,Kodak Easyshare Z8612IS,2008,Marketed: 01-Jan-2008;Lens Mount:  Fixed;Lens: Kodak;Megapixels: 8.1
Kodak,Kodak EasyShare Z812IS,2007,Marketed: 30-Aug-2007;Lens Mount:  Fixed;Megapixels: 8.2
Kodak,Kodak EasyShare M753,2007,Marketed: 12-Jun-2007;Lens Mount:  Fixed;Megapixels: 7
Kodak,Kodak EasyShare M853,2007,Marketed: 12-Jun-2007;Lens Mount:  Fixed;Megapixels: 8
Kodak,Kodak EasyShare C613,2007,Marketed: 07-Mar-2007;Lens Mount:  Fixed;Megapixels: 6.2
Kodak,Kodak EasyShare C763,2007,Marketed: 07-Mar-2007;Lens Mount:  Fixed;Megapixels: 6.2
Kodak,Kodak EasyShare Z712 IS,2007,Marketed: 07-Mar-2007;Lens Mount:  Fixed;Megapixels: 7.1
Kodak,Kodak EasyShare Z885,2007,Marketed: 07-Mar-2007;Lens Mount:  Fixed;Megapixels: 8.1
Kodak,Kodak EasyShare V1003,2007,Marketed: 07-Jan-2007;Lens Mount:  Fixed;Megapixels: 10
Kodak,Kodak EasyShare V803,2007,Marketed: 07-Jan-2007;Lens Mount:  Fixed;Megapixels: 8
Kodak,Kodak EasyShare C433,2006,Marketed: 08-Aug-2006;Lens Mount:  Fixed;Lens: 36-108mm f/2.7-4.9;Megapixels: 4
Kodak,Kodak EasyShare C743,2006,Marketed: 08-Aug-2006;Lens Mount:  Fixed;Lens: 37-111mm f/2.7-4.8;Megapixels: 7.1
Kodak,Kodak EasyShare C875,2006,Marketed: 08-Aug-2006;Lens Mount:  Fixed;Lens: Schneider-Kreuznach  37-185mm;Megapixels: 8
Kodak,Kodak EasyShare P712,2006,Marketed: 20-Jun-2006;Lens Mount:  Fixed;Lens: Schneider-Kreuznach Variogon 36-432mm f/2.8-3.7;Megapixels: 7.1
Kodak,Kodak EasyShare One 6 MP,2006,Marketed: 25-Apr-2006;Lens Mount:  Fixed;Lens: Schneider-Kreuznach C-Variogon;Megapixels: 6
Kodak,Kodak EasyShare V610,2006,Marketed: 25-Apr-2006;Lens Mount:  Fixed;Lens: Kodak;Megapixels: 6.1
Kodak,Kodak EasyShare V603,2006,Marketed: 21-Feb-2006;Lens Mount:  Fixed;Lens: Kodak  36-108mm f/2.8-4.8;Megapixels: 6.1
Kodak,Kodak EasyShare C533,2006,Marketed: 17-Feb-2006;Lens Mount:  Fixed;Lens: Kodak  37-111mm f/2.7-4.8;Megapixels: 5
Kodak,Kodak EasyShare C643,2006,Marketed: 17-Feb-2006;Lens Mount:  Fixed;Lens: Kodak  36-108mm f/2.7-4.8;Megapixels: 6.1
Kodak,Kodak EasyShare Z612,2006,Marketed: 17-Feb-2006;Lens Mount:  Fixed;Lens: Schneider-Kreuznach Variogon 35-420mm f/2.8-4.8;Megapixels: 6
Kodak,Kodak EasyShare C530,2006,Marketed: 04-Jan-2006;Lens Mount:  Fixed;Lens: Kodak  36mm f/4.5;Shutter Speeds: 1/2-1/1618 sec.;Megapixels: 5
Kodak,Kodak EasyShare C663,2006,Marketed: 04-Jan-2006;Lens Mount:  Fixed;Lens: Schneider-Kreuznach;Megapixels: 6.1
Kodak,Kodak EasyShare V570,2006,Marketed: 04-Jan-2006;Lens Mount:  Fixed;Lens: Schneider-Kreuznach C-Variogon;Megapixels: 5
Kodak,Kodak Z650,2006,Marketed: 04-Jan-2006;Lens Mount:  Fixed
Kodak,Kodak EasyShare P850,2005,Marketed: 01-Aug-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak EasyShare P880,2005,Marketed: 01-Aug-2005;Lens Mount:  Fixed;Megapixels: 8
Kodak,Kodak EasyShare V530,2005,Marketed: 17-May-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak EasyShare V550,2005,Marketed: 17-May-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak EasyShare C330,2005,Marketed: 04-May-2005;Lens Mount:  Fixed;Megapixels: 4
Kodak,Kodak EasyShare C360,2005,Marketed: 04-May-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak Z760,2005,Marketed: 04-May-2005;Lens Mount:  Fixed;Megapixels: 6.1
Kodak,Kodak EasyShare C300,2005,Marketed: 20-Feb-2005;Lens Mount:  Fixed;Megapixels: 3
Kodak,Kodak EasyShare C340,2005,Marketed: 20-Feb-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak Z730,2005,Marketed: 20-Feb-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak Z7590,2005,Marketed: 20-Feb-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak EasyShare One 4 MP,2005,Marketed: 06-Jan-2005;Lens Mount:  Fixed;Megapixels: 4
Kodak,Kodak Z700,2005,Marketed: 06-Jan-2005;Lens Mount:  Fixed;Megapixels: 4
Kodak,Kodak Z740,2005,Marketed: 06-Jan-2005;Lens Mount:  Fixed;Megapixels: 5
Kodak,Kodak LS743,2004,Marketed: 08-Jan-2004;Megapixels: 4
Kodak,Kodak LS753,2004,Marketed: 08-Jan-2004;Megapixels: 5
Kodak,Kodak DX6490,2003,Marketed: 20-Aug-2003;Megapixels: 4
Kodak,Kodak Easyshare V705,,Lens Mount:  Fixed;Lens: Schneider-Kreuznach  39-117mm f/3.9-4.4
Kodak,Kodak Easyshare V705,,Lens Mount:  Fixed;Lens: Schneider-Kreuznach  39-117mm f/3.9-4.4
Kodak,Kodak Tele-Ektralite 40,1979,Film Size: 110 Picture Size: 13x17mm;Marketed: 1979;Lens Mount:  Fixed
Kodak,Kodak Instamatic X-15F,1976 - 1988,Film Size: 126;Marketed: 1976 to 1988;Lens Mount:  Fixed
Kodak,Kodak Instamatic X-35F,1976 - 1981,Film Size: 126;Marketed: 1976 to 1981;Lens Mount:  Fixed
Kodak,Kodak Instamatic 355-X,1971 - 1977,Film Size: 126;Marketed: 1971 to 1977;Lens Mount:  Fixed
Kodak,Kodak Instamatic X-35,1970 - 1976,Film Size: 126;Marketed: 1970 to 1976;Lens Mount:  Fixed
Kodak,Kodak Instamatic 714,1968 - 1970,Film Size: 126;Marketed: 1968 to 1970;Lens Mount:  Fixed
Kodak,Kodak Instamatic S-20,1967 - 1971,Film Size: 126;Marketed: 1967 to 1971;Lens Mount:  Fixed
Kodak,Kodak Instamatic 104,1965 - 1968,Film Size: 126;Marketed: 1965 to 1968;Lens Mount:  Fixed
Kodak,Kodak Instamatic 704,1965 - 1969,Film Size: 126;Marketed: 1965 to 1969;Lens Mount:  Fixed;Lens:  f/2.8
Kodak,Kodak Retina IIF (type 047),1964 - 1967,Film Size: 135;Marketed: 1964 to 1967;Shutter: Compur Spezial Speeds:
Kodak,Kodak Retina Reflex IV (051),1964 - 1966,Film Size: 135 Picture Size: 24x36mm;Marketed: 1964 to 1966
Kodak,Kodak Motormatic 35F,1962 - 1967,Film Size: 135 Picture Size: 24x36mm;Marketed: 1962 to 1967;Lens Mount:  Fixed;Lens: Kodak Ektanar 44mm f/2.8
Kodak,Kodak Retina Reflex III (041),1961 - 1964,Film Size: 135 Picture Size: 24x36mm;Marketed: 1961 to 1964
Kodak,Kodak Retina Reflex S (034),1959 - 1960,Film Size: 135 Picture Size: 24x36mm;Marketed: 1959 to 1960
Kodak,Kodak 66 Model II,1958 - 1960,"Film Size: 120 Picture Size: 6x6cm;Marketed: 1958 to 1960;Lens Mount:  Fixed;Lens: Kodak Anaston 75mm f/6.3;Shutter Speeds: B,1/25,1/75,1/200"
Kodak,Kodak Retinette IIb (type 031),1958 - 1959,Film Size: 135;Marketed: 1958 to 1959;Lens Mount:  Fixed;Lens: Schneider-Kreuznach Reomar 45mm f/2.8
Kodak,Kodak Brownie Starflash,1957 - 1965,Film Size: 127 Picture Size: 4x4cm;Marketed: 1957 to 1965;Lens Mount:  Fixed
Kodak,Kodak Retina IB (type 19 I),1957 - 1958,Film Size: 135;Marketed: 1957 to 1958;Lens Mount:  Fixed;Lens: Kodak Retina-Xenar 50mm f/2.8;Shutter: Synchro-Compur  Speeds:
Kodak,Kodak Retina IIIC (type 021 II),1957 - 1958,Film Size: 135;Marketed: 1957 to 1958;Lens Mount:  Fixed
Kodak,Kodak Retina IIIC (type 028),1957 - 1960,Film Size: 135;Marketed: 1957 to 1960
Kodak,Kodak Brownie Cresta,1955 - 1958,Film Size: 120 Picture Size: 6x6cm;Marketed: 1955 to 1958;Lens Mount:  Fixed
Kodak,Kodak Duaflex IV,1955 - 1960,"Film Size: 620 Picture Size: 2 1/4"" x 2 1/4"";Marketed: 1955 to 1960;Lens Mount:  Fixed"
Kodak,Kodak Pony 135 C,1955 - 1958,Film Size: 135;Marketed: 1955 to 1958
Kodak,Kodak Brownie Bull's-Eye,1954 - 1960,"Film Size: 620 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1954 to 1960;Lens Mount:  Fixed;Shutter Speeds: Instant or Long"
Kodak,Kodak Retina IB (type 018),1954 - 1957,Film Size: 135;Marketed: 1954 to 1957;Lens Mount:  Fixed;Lens: Kodak Retina-Xenar 50mm f/2.8;Shutter: Synchro-Compur  Speeds:
Kodak,Kodak Retina IIC (020),1954 - 1957,Film Size: 135;Marketed: 1954 to 1957;Lens Mount:  Fixed;Lens: 50mm f/2.8;Shutter: Synchro-Compur  Speeds:
Kodak,Kodak Retina IIIC (type 021 I),1954 - 1957,Film Size: 135 Picture Size: 24x36mm;Marketed: 1954 to 1957
Kodak,Kodak Retinette (type 022),1954 - 1958,Film Size: 135;Marketed: 1954 to 1958;Lens Mount:  Fixed;Lens: Schneider-Kreuznach Reomar 45mm f/3.5;Shutter: Compur Rapid Speeds: -500
Kodak,Kodak Pony 135 B,1953 - 1955,Film Size: 135;Marketed: 1953 to 1955;Lens Mount:  Fixed
Kodak,Kodak Retinette (type 017),1952 - 1954,Film Size: 135;Marketed: 1952 to 1954;Lens Mount:  Fixed
Kodak,Kodak Retina IIA (type 016),1951 - 1954,Film Size: 135;Marketed: 1951 to 1954;Lens Mount:  Fixed
Kodak,Kodak Brownie Hawkeye Flash,1950 - 1961,"Film Size: 620 Picture Size: 2 1/4"" x 2 1/4"";Marketed: 1950 to 1961;Lens Mount:  Fixed"
Kodak,Kodak Duaflex II,1950 - 1954,"Film Size: 620 Picture Size: 2 1/4"" x 2 1/4"";Marketed: 1950 to 1954;Lens Mount:  Fixed"
Kodak,Kodak Pony 135,1950 - 1954,Film Size: 135;Marketed: 1950 to 1954
Kodak,Kodak Pony 828,1949 - 1959,Film Size: 135;Marketed: 1949 to 1959
Kodak,Kodak Retina II (type 014),1949 - 1950,Film Size: 135;Marketed: 1949 to 1950;Lens Mount:  Fixed;Shutter: Compur Rapid Speeds:
Kodak,Kodak Tourist,1948 - 1951,"Film Size: 620 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1948 to 1951;Lens Mount:  Fixed"
Kodak,Kodak Flash Bantam,1947 - 1953,Film Size: 828 Picture Size: 28x40mm;Marketed: 1947 to 1953;Lens Mount:  Fixed
Kodak,Kodak Brownie Target Six-16,1946 - 1951,"Film Size: 620 Picture Size: 2 1/2"" x 4 1/4"";Marketed: 1946 to 1951;Lens Mount:  Fixed"
Kodak,Kodak Brownie Reflex Synchro,1941 - 1952,Film Size: 127;Marketed: 1941 to 1952;Lens Mount:  Fixed
Kodak,Kodak 35,1940 - 1951,Film Size: 135;Marketed: 1940 to 1951;Lens Mount:  Fixed
Kodak,Kodak Six-20 Flash Brownie,1940 - 1954,"Film Size: 620 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1940 to 1954;Lens Mount:  Fixed"
Kodak,Kodak Vigilant Junior Six-20,1940 - 1949,"Film Size: 620 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1940 to 1949;Lens Mount:  Fixed"
Kodak,Kodak Baby Brownie Special,1939 - 1954,Film Size: 127 Picture Size: 4x6.5cm;Marketed: 1939 to 1954;Lens Mount:  Fixed
Kodak,Kodak Bantam,1938 - 1947,Film Size: 828 Picture Size: 28x40mm;Marketed: 1938 to 1947;Lens Mount:  Fixed
Kodak,Kodak Six-20 Brownie Special,1938 - 1942,"Film Size: 620 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1938 to 1942;Lens Mount:  Fixed"
Kodak,Kodak Retina II (type 142),1937 - 1939,Film Size: 135;Marketed: 1937 to 1939;Lens Mount:  Fixed;Shutter: Compur Rapid Speeds:
Kodak,Kodak Bantam Special (Compur-Rapid),1936 - 1940,Film Size: 828 Picture Size: 28x40mm;Marketed: 1936 to 1940;Lens Mount:  Fixed;Shutter: Compur Rapid Speeds:
Kodak,Kodak Six-20 Model C,1933 - 1937,Film Size: 620 Picture Size: 6x9cm;Marketed: 1933 to 1937;Lens Mount:  Fixed;Lens: Kodak Anastigmat 105mm f/4.5
Kodak,Kodak A.G. Recomar 33,1932 - 1940,Marketed: 1932 to 1940;Shutter: Compur  Speeds:
Kodak,Kodak No. 2 Rainbow Hawk-Eye,1929 - 1933,"Film Size: 120 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1929 to 1933;Lens Mount:  Fixed"
Kodak,Kodak No. 1 Pocket,1926 - 1931,"Film Size: 120 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1926 to 1931;Lens Mount:  Fixed"
Kodak,Kodak Vest Pocket Model B,1925,Film Size: 127 Picture Size: 4.5x6cm;Marketed: 1925;Lens Mount:  Fixed
Kodak,Kodak No. 2C Autographic Kodak Junior,1916 - 1927,Marketed: 1916 to 1927;Lens Mount:  Fixed
Kodak,Kodak No. 2A Folding Autographic Brownie,1915 - 1926,"Film Size: 120 Picture Size: 2 1/2"" x 4 1/4"";Marketed: 1915 to 1926;Lens Mount:  Fixed"
Kodak,Kodak No. 2 Folding Autographic Brownie,1915 - 1926,"Film Size: 120 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1915 to 1926;Lens Mount:  Fixed;Shutter Speeds: T,B,25,50"
Kodak,Kodak Vest Pocket Autographic,1915 - 1926,Film Size: 127 Picture Size: 4.5x6cm;Marketed: 1915 to 1926;Lens Mount:  Fixed
Kodak,Kodak No. 1 Autographic Kodak Junior,1914 - 1927,"Film Size: 120 Picture Size: 2 1/4"" x 3 1/4"";Marketed: 1914 to 1927;Lens Mount:  Fixed"
Kodak,Kodak No. 3A Autographic,1914 - 1934,"Film Size: A122 Picture Size: 3 1/4"" x 5 1/2"";Marketed: 1914 to 1934;Lens Mount:  Fixed"
Kodak,Kodak Vest Pocket,1912 - 1914,Film Size: 127 Picture Size: 4.5x6cm;Marketed: 1912 to 1914;Lens Mount:  Fixed
Kodak,Kodak Instamatic 30,,Film Size: 110
Kodak,Kodak K-24 Aerial Camera,,
Kodak,Kodak Tele Disc,,Lens Mount:  Fixed
Kodak,Kodak Tele Disc,,Lens Mount:  Fixed
Kodak,Kodak Limited Edition Super 8,2017,Marketed: 05-Jan-2017;Lens Mount:  Fixed
Kodak,Kodak PlayFull Ze1,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Megapixels: 5.3
Kodak,Kodak PlaySport Zx5,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Megapixels: 5.3
Kodak,Kodak PlaySport Zx5,2011,Marketed: 04-Jan-2011;Lens Mount:  Fixed;Megapixels: 5.3
Kodak,Kodak Retina 80mm f/4 Longar-Xenon C,,Lens: 80mm f/4
Kodak,Kodak Retina 80mm f/4 Longar-Xenon C,,Lens: 80mm f/4
Kodak,Kodak Plus-X 125,,
Kodak,Kodak TMAX 400,,
Kodak,Kodak Vericolor II Type S,,
Kodak,Kodak Vericolor II Type S,,
Kodak,Kodak Vericolor II Type S,,
Kodak,Kodak Mini Digital Film Scanner,2019,Marketed: 07-Jan-2019;Megapixels: 14
Kodak,Kodak Mobile Film Scanner,2019,Marketed: 07-Jan-2019
Kodak,Kodak SCANZA Digital Film Scanner,2018,Marketed: 30-Jan-2018;Megapixels: 14
Leica,Leica SL2-S,2020,Marketed: 10-Dec-2020;Lens Mount: L;Megapixels: 24
Leica,Leica Q2 Monochrom,2020,Marketed: 10-Nov-2020;Lens Mount:  Fixed;Lens: Leica;Megapixels: 47.3
Leica,Leica M10-R,2020,Marketed: 16-Jul-2020;Lens Mount: M;Megapixels: 40
Leica,Leica M10 Monochrom,2020,Marketed: 17-Jan-2020;Lens Mount: M;Megapixels: 40
Leica,Leica SL2,2019,Marketed: 06-Nov-2019;Lens Mount: L;Megapixels: 47
Leica,Leica V-Lux 5,2019,Marketed: 10-Jul-2019;Megapixels: 20
Leica,Leica M-E (Typ 240),2019,Marketed: 24-Jun-2019;Lens Mount: M;Megapixels: 24
Leica,Leica Q2,2019,Marketed: 07-Mar-2019;Lens Mount:  Fixed;Lens: Leica Summilux ASPH 28mm f/1.7;Megapixels: 47.3
Leica,Leica D-Lux 7,2018,Marketed: 20-Nov-2018;Lens Mount:  Fixed;Lens: Leica DC Vario-Summilux ASPH 10.9-34mm f/1.7-2.8;Megapixels: 17
Leica,Leica Q-P,2018,Marketed: 06-Nov-2018;Lens Mount:  Fixed;Lens: Leica Summilux ASPH 28mm f/1.7;Megapixels: 24
Leica,Leica M10-D,2018,Marketed: 24-Oct-2018;Lens Mount: M;Megapixels: 24
Leica,Leica S3,2018,Marketed: 25-Sep-2018;Lens Mount: S;Megapixels: 64
Leica,Leica M10-P,2018,Marketed: 21-Aug-2018;Lens Mount: M;Megapixels: 24
Leica,Leica C-Lux,2018,Marketed: 15-Jun-2018;Lens Mount:  Fixed;Lens: Leica DC Vario-Elmar 24-360mm f/3.3-6.4;Megapixels: 20
Leica,Leica CL (Digital),2017,Marketed: 21-Nov-2017;Lens Mount: L;Megapixels: 24
Leica,Leica TL2,2017,Marketed: 10-Jul-2017;Lens Mount: L;Megapixels: 24
Leica,Leica M10,2017,Marketed: 18-Jan-2017;Lens Mount: M;Megapixels: 24
Leica,Leica M (Typ 262),2016,Marketed: 01-Jan-2016;Lens Mount: M;Megapixels: 24
Leica,Leica SL (Typ 601),2015,Marketed: 19-Oct-2015;Lens Mount: L;Megapixels: 24
Leica,Leica Q (Typ 116),2015,Marketed: 10-Jun-2015;Lens Mount:  Fixed;Lens: Leica Summilux ASPH 28mm f/1.7;Megapixels: 24
Leica,Leica M Monochrom (Typ 246),2015,Marketed: 30-Apr-2015;Lens Mount: M;Megapixels: 18
Leica,Leica M-P (Typ 240),2015,Marketed: 22-Feb-2015;Lens Mount: M
Leica,Leica S (Type 007),2014,Marketed: 01-Sep-2014;Lens Mount: S;Megapixels: 37.5
